package, guess, num_versions, num_parsed_versions, breaking_versions
Holumbus-MapReduce, PVP, 3, 2, 0.1.0
Holumbus-Searchengine, Unknown, 4, 0, 
Holumbus-Storage, Unknown, 2, 1, 
Homology, Unknown, 2, 1, 
HongoDB, Unknown, 1, 0, 
HostAndPort, Unknown, 2, 1, 
Hricket, Unknown, 1, 0, 
Hs2lib, PVP, 11, 1, 0.5.0
HsASA, Unknown, 2, 0, 
HsHTSLib, Unknown, 1, 0, 
HsHaruPDF, Unknown, 1, 0, 
HsHyperEstraier, Unknown, 8, 0, 
HsJudy, PVP, 3, 1, 0.2
HsOpenSSL, PVP, 51, 38, 0.5.1, 0.6, 0.6.3, 0.8.0.2, 0.10, 0.10.1, 0.10.1.2, 0.11, 0.11.1, 0.11.1.1, 0.11.2, 0.11.3
HsOpenSSL-x509-system, Unknown, 4, 3, 
HsParrot, Unknown, 5, 4, 0.0.2.20110925, 0.0.2.20150805
HsPerl5, Unknown, 7, 0, 
HsSVN, Unknown, 13, 0, 
HsSyck, Unknown, 12, 5, 
HsTools, Unknown, 1, 0, 
Hsed, Unknown, 4, 2, 0.2.2
Hsmtlib, Unknown, 2, 0, 
HueAPI, Unknown, 14, 6, 
HulkImport, Unknown, 4, 3, 0.1.0.3
Hungarian-Munkres, Unknown, 6, 0, 
IDynamic, Unknown, 1, 0, 
IFS, Unknown, 2, 0, 
INblobs, Unknown, 2, 0, 
IOR, Unknown, 1, 0, 
IORefCAS, PVP, 6, 5, 0.2, 0.2.0.1
IOSpec, PVP, 10, 7, 0.2, 0.2.1, 0.2.2, 0.2.6
IPv6Addr, PVP, 12, 9, 0.2, 0.3, 0.6.1.0, 0.6.2.0
IcoGrid, Unknown, 2, 1, 
IfElse, PVP, 2, 1, 0.85
Imlib, Unknown, 3, 1, 0.1.2
ImperativeHaskell, Unknown, 11, 1, 
IndentParser, PVP, 3, 2, 0.2, 0.2.1
IndexedList, Unknown, 2, 1, 
InfixApplicative, PVP, 3, 2, 1.1
Interpolation, PVP, 11, 8, 0.3.0
Interpolation-maxs, Unknown, 1, 0, 
IntervalMap, PVP, 20, 14, 0.3.0.0, 0.4.1.0, 0.5.0.0
Irc, Unknown, 1, 0, 
IrrHaskell, Unknown, 3, 0, 
IsNull, PVP, 2, 1, 0.4.0.0
JSON-Combinator, PVP, 14, 10, 0.0.2, 0.1.0, 0.1.2, 0.2.3, 0.2.4, 0.2.5
JSON-Combinator-Examples, Unknown, 1, 0, 
JSONb, Unknown, 9, 8, 1.0.2
JYU-Utils, Unknown, 3, 1, 0.1.1.2
JackMiniMix, Unknown, 1, 0, 
Javasf, Unknown, 1, 0, 
Javav, Unknown, 4, 0, 
JsContracts, Unknown, 4, 3, 0.5.3
JsonGrammar, PVP, 14, 8, 0.2, 0.3.5, 1.0, 1.0.1, 1.0.5
JuicyPixels, PVP, 46, 30, 1.1, 1.2, 2.0, 3.0, 3.1, 3.2, 3.2.1, 3.2.2, 3.2.6.2, 3.2.6.4
JuicyPixels-canvas, Unknown, 1, 0, 
JuicyPixels-extra, Unknown, 2, 1, 
JuicyPixels-repa, PVP, 13, 6, 0.4, 0.7.1.0
JuicyPixels-scale-dct, Unknown, 4, 1, 
JuicyPixels-util, Unknown, 2, 0, 
JunkDB, Unknown, 2, 1, 
JunkDB-driver-gdbm, Unknown, 2, 0, 
JunkDB-driver-hashtables, Unknown, 2, 1, 
JustParse, SemVer, 3, 2, 2.0
KMP, Unknown, 3, 2, 
KSP, Unknown, 1, 0, 
Kalman, Unknown, 2, 1, 
KdTree, PVP, 3, 2, 0.2
Ketchup, PVP, 13, 10, 0.2.0, 0.2.2, 0.2.3, 0.3, 0.4.0
KiCS, Unknown, 11, 0, 
KiCS-debugger, Unknown, 2, 0, 
KiCS-prophecy, Unknown, 2, 0, 
Kleislify, Unknown, 3, 2, 
Konf, Unknown, 1, 0, 
Kriens, Unknown, 2, 0, 
KyotoCabinet, Unknown, 1, 0, 
L-seed, PVP, 2, 1, 0.2
LATS, Unknown, 3, 0, 
LDAP, Unknown, 9, 6, 0.6.10
LRU, Unknown, 2, 0, 
LTree, Unknown, 2, 1, 
LambdaCalculator, Unknown, 4, 0, 
LambdaDB, Unknown, 2, 1, 0.0.0.6
LambdaHack, Unknown, 21, 0, 
LambdaINet, Unknown, 5, 0, 
LambdaNet, PVP, 3, 1, 0.2.0.0
LambdaPrettyQuote, Unknown, 5, 0, 
LambdaShell, Unknown, 3, 0, 
Lambdajudge, Unknown, 5, 0, 
Lambdaya, PVP, 5, 2, 0.2.0.0
LargeCardinalHierarchy, Unknown, 2, 0, 
Lastik, PVP, 10, 7, 0.3, 0.5, 0.6.4, 0.7.0
Lattices, Unknown, 2, 1, 0.0.2
Lazy-Pbkdf2, PVP, 5, 4, 2.1.0
LazyVault, Unknown, 2, 0, 
Level0, Unknown, 1, 0, 
LibClang, Unknown, 7, 0, 
LibZip, PVP, 13, 8, 0.2.0, 0.2.0.1, 0.2.0.3, 0.2.0.4, 0.10, 1.0.1
Limit, Unknown, 1, 0, 
LinearSplit, PVP, 3, 2, 0.2
LinguisticsTypes, Unknown, 1, 0, 
LinkChecker, Unknown, 1, 0, 
List, PVP, 12, 10, 0.2, 0.3.0, 0.4.0, 0.4.1, 0.4.2, 0.4.3, 0.4.4
ListLike, PVP, 24, 17, 1.0.2, 1.1.0, 2.0.0, 2.0.1, 3.0.1, 3.1.1, 4.2.1
ListTree, PVP, 5, 4, 0.2.0, 0.2.1, 0.2.3
ListWriter, Unknown, 1, 0, 
ListZipper, Unknown, 6, 3, 
Logic, Unknown, 1, 0, 
LogicGrowsOnTrees, Unknown, 5, 0, 
LogicGrowsOnTrees-MPI, Unknown, 3, 0, 
LogicGrowsOnTrees-network, Unknown, 6, 0, 
LogicGrowsOnTrees-processes, Unknown, 4, 0, 
LslPlus, Unknown, 18, 0, 
Lucu, PVP, 16, 10, 0.2, 0.3, 0.5, 0.6, 0.7, 0.7.0.1
MASMGen, Unknown, 5, 0, 
MBot, Unknown, 4, 3, 
MC-Fold-DP, Unknown, 3, 0, 
MFlow, PVP, 51, 15, 0.0.4, 0.3.0.0, 0.3.0.1, 0.3.1.0, 0.3.1.1, 0.4.5.4, 0.4.5.7, 0.4.5.10
MHask, PVP, 3, 2, 0.2.0.0, 0.3.0.0
MSQueue, Unknown, 1, 0, 
MTGBuilder, Unknown, 5, 0, 
MagicHaskeller, Unknown, 14, 0, 
MailchimpSimple, PVP, 2, 1, 0.2.0.0
MaybeT, Unknown, 3, 1, 0.1.2
MaybeT-monads-tf, Unknown, 3, 2, 0.2.0.1
MaybeT-transformers, PVP, 2, 1, 0.2
MazesOfMonad, Unknown, 10, 0, 
MeanShift, Unknown, 1, 0, 
Measure, Unknown, 2, 1, 
Mecha, Unknown, 1, 0, 
Mechs, Unknown, 1, 0, 
MemoTrie, PVP, 23, 17, 0.1, 0.4.9
MetaHDBC, Unknown, 2, 1, 
MetaObject, Unknown, 8, 0, 
Metrics, Unknown, 2, 0, 
Mhailist, Unknown, 1, 0, 
Michelangelo, Unknown, 9, 0, 
MicrosoftTranslator, Unknown, 2, 1, 0.1.0.1
MiniAgda, Unknown, 4, 0, 
MissingH, PVP, 22, 12, 1.0.2.0, 1.0.2.1, 1.0.3, 1.1.0, 1.1.0.1, 1.1.0.2, 1.1.0.3, 1.2.0.1, 1.2.0.2, 1.3.0.2, 1.4.0.0, 1.4.0.1
MissingK, Unknown, 1, 0, 
MissingM, Unknown, 1, 0, 
MissingPy, Unknown, 7, 2, 0.10.5
Modulo, Unknown, 3, 0, 
Moe, Unknown, 1, 0, 
MoeDict, Unknown, 4, 1, 0.0.3
MonadCatchIO-mtl, PVP, 10, 7, 0.2.0.0, 0.3.0.0, 0.3.0.1
MonadCatchIO-mtl-foreign, Unknown, 1, 0, 
MonadCatchIO-transformers, PVP, 15, 12, 0.1.0.0, 0.2.0.0, 0.2.2.2, 0.3.1.3
MonadCatchIO-transformers-foreign, Unknown, 1, 0, 
MonadCompose, PVP, 15, 3, 0.8.0.0, 0.8.1.0, 0.8.2.0
MonadLab, Unknown, 3, 1, 
MonadPrompt, Unknown, 6, 5, 1.0.0.2, 1.0.0.3
MonadRandom, PVP, 25, 20, 0.1.3, 0.1.6, 0.1.7, 0.1.11, 0.2.0.1, 0.3, 0.3.0.1, 0.4, 0.4.1
MonadRandomLazy, Unknown, 3, 2, 0.1.1
MonadStack, Unknown, 3, 2, 0.1.0.3
Monadius, Unknown, 12, 0, 
Monaris, Unknown, 8, 0, 
Monatron, Unknown, 2, 0, 
Monatron-IO, Unknown, 1, 0, 
Monocle, Unknown, 5, 2, 0.0.3, 0.0.4
MorseCode, Unknown, 5, 4, 0.0.2, 0.0.3
MuCheck, PVP, 10, 4, 0.1.1.0, 0.1.3.0, 0.2.0.0, 0.2.1.0
MuCheck-HUnit, Unknown, 4, 3, 
MuCheck-Hspec, Unknown, 4, 3, 
MuCheck-QuickCheck, Unknown, 4, 3, 
MuCheck-SmallCheck, Unknown, 4, 3, 
Munkres, Unknown, 1, 0, 
Munkres-simple, Unknown, 2, 1, 
MusicBrainz, Unknown, 8, 0, 
MusicBrainz-libdiscid, Unknown, 3, 2, 0.4.1.1
MyPrimes, Unknown, 1, 0, 
NGrams, Unknown, 2, 0, 
NMap, Unknown, 1, 0, 
NTRU, SemVer, 3, 1, 1.0.0.0
NXT, Unknown, 14, 1, 
NXTDSL, Unknown, 4, 0, 
NameGenerator, Unknown, 2, 0, 
NanoProlog, Unknown, 12, 4, 
NaturalLanguageAlphabets, PVP, 4, 2, 0.0.2.0, 0.1.0.0
NaturalSort, Unknown, 1, 0, 
NearContextAlgebra, Unknown, 3, 0, 
Neks, Unknown, 3, 1, 
NestedFunctor, Unknown, 2, 1, 
NestedSampling, Unknown, 4, 3, 0.1.4
NetSNMP, Unknown, 18, 17, 0.3.0.1, 0.3.0.3, 0.3.0.5, 0.3.1.0, 0.3.2.0
Network-NineP, PVP, 7, 2, 0.3.0, 0.4.0
NewBinary, Unknown, 3, 0, 
NineP, Unknown, 4, 3, 0.0.1, 0.0.2
Ninjas, Unknown, 1, 0, 
NoSlow, Unknown, 3, 0, 
NoTrace, Unknown, 5, 1, 
Noise, Unknown, 7, 6, 1.0.2, 1.0.4, 1.0.6
Nomyx, Unknown, 23, 0, 
Nomyx-Core, Unknown, 11, 0, 
Nomyx-Language, Unknown, 20, 0, 
Nomyx-Rules, Unknown, 4, 0, 
Nomyx-Web, Unknown, 10, 0, 
NonEmpty, Unknown, 1, 0, 
NonEmptyList, Unknown, 9, 6, 0.0.2, 0.0.4, 0.0.9
NumInstances, PVP, 4, 3, 1.2, 1.3
NumLazyByteString, Unknown, 1, 0, 
NumberSieves, Unknown, 3, 2, 0.1.1, 0.1.2
NumberTheory, Unknown, 2, 1, 
Numbers, Unknown, 4, 0, 
Nussinov78, PVP, 5, 4, 0.1.0.0
Nutri, Unknown, 1, 0, 
OGL, Unknown, 4, 2, 0.0.2, 0.0.3
OSM, PVP, 12, 7, 0.2, 0.3, 0.4.0, 0.4.1, 0.5.0, 0.5.1
OTP, Unknown, 1, 0, 
Object, Unknown, 1, 0, 
ObjectIO, Unknown, 1, 0, 
ObjectName, PVP, 5, 4, 1.0.1.0, 1.1.0.0
Obsidian, Unknown, 5, 0, 
Octree, PVP, 14, 10, 0.2.1, 0.2.2, 0.5, 0.5.4.1, 0.5.4.3
OddWord, Unknown, 4, 3, 1.0.0.1, 1.0.0.2, 1.0.1.0
Omega, Unknown, 10, 1, 
OneTuple, Unknown, 4, 3, 0.2.1
OpenAFP, Unknown, 9, 0, 
OpenAFP-Utils, Unknown, 12, 0, 
OpenAL, PVP, 15, 11, 1.4.0.0, 1.4.0.2, 1.7.0.0, 1.7.0.2
OpenCL, Unknown, 10, 4, 1.0.3.0
OpenCLRaw, Unknown, 2, 0, 
OpenCLWrappers, PVP, 7, 5, 0.1.0.0
OpenGL, PVP, 32, 27, 2.2.1.1, 2.2.2.0, 2.2.3.0, 2.2.3.1, 2.3.0.0, 2.4.0.0, 2.4.0.1, 2.4.0.2, 2.5.0.0, 2.8.0.0, 2.9.0.0, 2.10.0.0, 2.11.0.0, 2.12.0.0, 2.13.0.0, 2.13.1.0, 3.0.0.0, 3.0.1.0
OpenGLCheck, Unknown, 1, 0, 
OpenGLRaw, PVP, 32, 31, 1.1.0.0, 1.2.0.0, 1.3.0.0, 1.4.0.0, 1.5.0.0, 2.0.0.0, 2.1.0.0, 2.2.0.0, 2.3.0.0, 2.4.0.0, 2.5.0.0, 2.5.5.0, 2.6.0.0, 2.6.1.0, 3.0.0.0
OpenGLRaw21, PVP, 8, 7, 1.1.0.0, 2.0.0.0
OpenSCAD, PVP, 7, 6, 0.2.0.0, 0.3.0.0, 0.3.0.2
OpenVG, Unknown, 8, 0, 
OpenVGRaw, Unknown, 3, 0, 
Operads, SemVer, 7, 1, 1.0
OptDir, Unknown, 3, 2, 
OrPatterns, Unknown, 1, 0, 
OrchestrateDB, Unknown, 4, 3, 1.0.0.1
OrderedBits, Unknown, 5, 4, 0.0.0.3, 0.0.1.0
Ordinals, Unknown, 2, 1, 
PArrows, Unknown, 2, 0, 
PBKDF2, Unknown, 9, 8, 
PCLT, Unknown, 1, 0, 
PCLT-DB, Unknown, 2, 1, 0.1.1
PDBtools, Unknown, 3, 0, 
PPrinter, Unknown, 5, 0, 
PSQueue, PVP, 2, 1, 1.1
PTQ, Unknown, 4, 0, 
PUH-Project, Unknown, 2, 0, 
PageIO, Unknown, 3, 2, 0.0.2, 0.0.3
Paillier, Unknown, 3, 0, 
PandocAgda, Unknown, 3, 0, 
Paraiso, Unknown, 13, 0, 
Parry, Unknown, 1, 0, 
ParsecTools, Unknown, 1, 0, 
ParserFunction, PVP, 9, 5, 0.0.2, 0.0.3, 0.0.7, 0.1.0
PartialTypeSignatures, Unknown, 2, 1, 
PasswordGenerator, Unknown, 1, 0, 
PastePipe, PVP, 8, 2, 1.7, 1.8
PathTree, Unknown, 2, 1, 
Pathfinder, PVP, 11, 10, 0.5
Peano, Unknown, 4, 3, 
PeanoWitnesses, Unknown, 1, 0, 
PerfectHash, Unknown, 6, 5, 0.1.3, 0.1.5
PermuteEffects, PVP, 3, 1, 0.2
Phsu, Unknown, 4, 0, 
Pipe, SemVer, 6, 5, 2.0
Piso, Unknown, 1, 0, 
PlayHangmanGame, Unknown, 1, 0, 
PlayingCards, Unknown, 3, 0, 
Plot-ho-matic, PVP, 31, 28, 0.2.0.0, 0.4.0.0, 0.5.0.0, 0.6.0.0, 0.7.0.0, 0.9.0.0, 0.9.0.4, 0.10.0.0, 0.10.1.0, 0.11.0.0
PlslTools, Unknown, 2, 0, 
Plural, Unknown, 2, 0, 
Pollutocracy, Unknown, 1, 0, 
PortFusion, Unknown, 9, 0, 
PortMidi, Unknown, 10, 9, 0.1.5, 0.1.5.3
PostgreSQL, Unknown, 2, 0, 
PrimitiveArray, PVP, 22, 10, 0.2.0.0, 0.2.1.1, 0.3.0.0, 0.4.0.0, 0.4.0.1, 0.5.0.0, 0.6.1.0, 0.7.0.0
PrimitiveArray-Pretty, Unknown, 1, 0, 
Printf-TH, Unknown, 1, 0, 
PriorityChansConverger, Unknown, 1, 0, 
ProbabilityMonads, Unknown, 1, 0, 
PropLogic, Unknown, 5, 1, 0.9.0.2
Proper, Unknown, 7, 0, 
ProxN, Unknown, 1, 0, 
Pugs, Unknown, 23, 0, 
Pup-Events, Unknown, 1, 0, 
Pup-Events-Client, Unknown, 4, 0, 
Pup-Events-Demo, Unknown, 4, 0, 
Pup-Events-PQueue, Unknown, 1, 0, 
Pup-Events-Server, Unknown, 6, 0, 
QIO, Unknown, 4, 0, 
QLearn, Unknown, 1, 0, 
QuadEdge, Unknown, 1, 0, 
QuadTree, PVP, 3, 2, 0.11.0
QuasiText, Unknown, 6, 5, 0.1.2.6
Quelea, Unknown, 1, 0, 
QuickAnnotate, Unknown, 6, 2, 
QuickCheck, PVP, 37, 18, 2.1.0.2, 2.1.0.3, 2.3, 2.4.0.1, 2.6, 2.7.6, 2.8, 2.8.1, 2.8.2
QuickCheck-GenT, PVP, 6, 2, 0.2.0
QuickCheck-safe, Unknown, 2, 1, 
QuickCheckVariant, Unknown, 5, 2, 
QuickPlot, Unknown, 2, 0, 
Quickson, Unknown, 3, 2, 
R-pandoc, PVP, 4, 3, 0.2, 0.2.2
RANSAC, Unknown, 3, 2, 
RBTree, Unknown, 5, 2, 0.0.4, 0.0.5
RESTng, Unknown, 1, 0, 
RFC1751, Unknown, 5, 3, 
RJson, PVP, 10, 9, 0.2, 0.3, 0.3.2, 0.3.3, 0.3.5, 0.3.7
RMP, Unknown, 1, 0, 
RNAFold, Unknown, 6, 2, 
RNAFoldProgs, Unknown, 3, 0, 
RNAdesign, Unknown, 5, 0, 
RNAdraw, Unknown, 1, 0, 
RNAlien, PVP, 7, 3, 1.1.0
RNAwolf, PVP, 6, 3, 0.3.2.0, 0.4.0.0
RSA, PVP, 21, 17, 1.0.5, 1.0.6, 1.0.6.2, 1.2.0.0, 1.2.1.0, 2.2.0
Raincat, Unknown, 4, 0, 
Random123, Unknown, 4, 1, 
RandomDotOrg, PVP, 3, 2, 0.2
Randometer, Unknown, 2, 0, 
Range, Unknown, 1, 0, 
Ranged-sets, Unknown, 5, 3, 0.2.1
Ranka, Unknown, 1, 0, 
Rasenschach, Unknown, 6, 0, 
Rasterific, Unknown, 19, 0, 
ReadArgs, Unknown, 6, 5, 1.2.2, 1.2.3
Redmine, Unknown, 5, 2, 0.0.3
Ref, Unknown, 2, 0, 
RefSerialize, PVP, 17, 12, 0.2.4, 0.2.6, 0.2.8, 0.2.8.1, 0.3.0.0, 0.3.0.1, 0.3.1.0, 0.3.1.4
Referees, Unknown, 1, 0, 
RepLib, PVP, 15, 12, 0.2.2, 0.3, 0.4.0, 0.5.2, 0.5.2.1, 0.5.3, 0.5.3.2, 0.5.3.3, 0.5.3.4, 0.5.3.5, 0.5.4
ReplicateEffects, PVP, 2, 1, 0.3
ReviewBoard, Unknown, 4, 0, 
RichConditional, Unknown, 1, 0, 
Rlang-QQ, PVP, 12, 4, 0.3.0.0
RollingDirectory, Unknown, 1, 0, 
RoyalMonad, PVP, 4, 3, 1000.9
RxHaskell, PVP, 2, 1, 0.2
SBench, Unknown, 3, 0, 
SCalendar, Unknown, 1, 0, 
SConfig, Unknown, 2, 0, 
SDL, Unknown, 19, 12, 0.5.5, 0.6.2
SDL-gfx, Unknown, 6, 5, 
SDL-image, Unknown, 6, 4, 0.6.1.1, 0.6.1.2
SDL-mixer, Unknown, 7, 5, 0.6.1.1, 0.6.2.0
SDL-mpeg, Unknown, 1, 0, 
SDL-ttf, Unknown, 8, 6, 0.6.2.1, 0.6.2.2
SDL2-ttf, Unknown, 1, 0, 
SFML, Unknown, 6, 5, 2.3.2, 2.3.2.2
SFML-control, Unknown, 3, 0, 
SFont, Unknown, 2, 0, 
SG, Unknown, 1, 0, 
SGdemo, Unknown, 3, 0, 
SGplus, Unknown, 1, 0, 
SHA, PVP, 22, 17, 1.2.0, 1.5.0.0
SHA2, PVP, 9, 8, 0.2.0, 0.2.2
SMTPClient, PVP, 9, 8, 0.3, 1.0, 1.0.2, 1.1.0
SNet, Unknown, 1, 0, 
SQLDeps, Unknown, 1, 0, 
STL, PVP, 9, 6, 0.3, 0.3.0.3
STMonadTrans, Unknown, 7, 6, 0.3.1, 0.3.4
SVG2Q, Unknown, 1, 0, 
SVGFonts, PVP, 21, 5, 1.1, 1.4, 1.5.0.1, 1.6.0.0
SVGPath, PVP, 7, 4, 1.1
SWMMoutGetMB, Unknown, 4, 0, 
SableCC2Hs, Unknown, 3, 2, 0.0.0.2
Safe, Unknown, 1, 0, 
SafeSemaphore, PVP, 8, 5, 0.7.0, 0.9.0
Salsa, Unknown, 4, 0, 
Saturnin, Unknown, 3, 2, 
SciFlow, PVP, 8, 1, 0.5.0
ScratchFs, Unknown, 3, 0, 
Scurry, Unknown, 3, 0, 
SegmentTree, PVP, 3, 2, 0.2, 0.3
Semantique, Unknown, 5, 0, 
Semigroup, Unknown, 7, 6, 0.0.5
SeqAlign, Unknown, 1, 0, 
SessionLogger, Unknown, 1, 0, 
ShellCheck, Unknown, 15, 9, 0.3.4, 0.3.5, 0.3.6, 0.3.7, 0.3.8, 0.4.2, 0.4.4, 0.4.5
Shellac, Unknown, 6, 4, 0.9.5, 0.9.5.1, 0.9.9
Shellac-compatline, Unknown, 3, 2, 0.9.9
Shellac-editline, Unknown, 4, 1, 
Shellac-haskeline, Unknown, 5, 4, 
Shellac-readline, Unknown, 3, 2, 
ShowF, Unknown, 2, 0, 
Shrub, Unknown, 1, 0, 
Shu-thing, Unknown, 5, 0, 
SimpleAES, Unknown, 6, 4, 
SimpleEA, PVP, 4, 3, 0.2
SimpleGL, Unknown, 3, 2, 0.9.2
SimpleH, Unknown, 5, 0, 
SimpleLog, Unknown, 4, 1, 
SimpleServer, Unknown, 2, 1, 
SizeCompare, Unknown, 1, 0, 
Slides, Unknown, 10, 4, 
Smooth, Unknown, 1, 0, 
SmtLib, Unknown, 1, 0, 
Snusmumrik, Unknown, 1, 0, 
SoOSiM, PVP, 3, 2, 0.2.0.0, 0.2.1.0
SoccerFun, PVP, 20, 12, 0.2.1, 0.3, 0.3.1, 0.4
SoccerFunGL, Unknown, 7, 1, 0.4.1
Sonnex, Unknown, 4, 3, 
SourceGraph, Unknown, 19, 0, 
Southpaw, Unknown, 3, 0, 
SpaceInvaders, Unknown, 2, 0, 
SpacePrivateers, Unknown, 1, 0, 
SpinCounter, Unknown, 1, 0, 
Spintax, PVP, 5, 4, 0.2.0.0
Spock, PVP, 60, 35, 0.6.1.3, 0.6.5.0, 0.6.6.0, 0.7.0.0, 0.7.1.0, 0.7.2.0, 0.7.4.0, 0.7.6.0, 0.7.8.0, 0.7.9.0, 0.7.10.0, 0.8.0.0, 0.9.0.0, 0.10.0.0, 0.10.0.1
Spock-api, Unknown, 1, 0, 
Spock-api-ghcjs, Unknown, 1, 0, 
Spock-api-server, Unknown, 1, 0, 
Spock-auth, Unknown, 3, 1, 
Spock-core, Unknown, 1, 0, 
Spock-digestive, PVP, 4, 3, 0.2.0.0
Spock-lucid, PVP, 3, 2, 0.2.0.0
Spock-worker, PVP, 12, 3, 0.3.0.0, 0.3.1.0
SpreadsheetML, Unknown, 1, 0, 
Sprig, Unknown, 2, 0, 
Stack, PVP, 5, 4, 0.2.0, 0.3.0
Stasis, Unknown, 1, 0, 
StateVar, PVP, 8, 7, 1.0.1.0, 1.1.0.0, 1.1.0.2, 1.1.0.4
StateVar-transformer, Unknown, 1, 0, 
StatisticalMethods, Unknown, 1, 0, 
StockholmAlignment, Unknown, 1, 0, 
Stomp, Unknown, 2, 1, 
Strafunski-ATermLib, Unknown, 4, 0, 
Strafunski-Sdf2Haskell, Unknown, 2, 0, 
Strafunski-StrategyLib, Unknown, 9, 6, 5.0.0.3, 5.0.0.4, 5.0.0.5, 5.0.0.6, 5.0.0.7, 5.0.0.8
StrappedTemplates, Unknown, 5, 2, 
StrategyLib, Unknown, 1, 0, 
Stream, PVP, 24, 15, 0.1.1, 0.2.1, 0.3, 0.3.1, 0.3.2, 0.4.2
StrictBench, Unknown, 2, 1, 
StringUtils, Unknown, 1, 0, 
SuffixStructures, Unknown, 1, 0, 
SybWidget, Unknown, 6, 3, 
SyntaxMacros, PVP, 4, 2, 0.2, 1.0
Sysmon, Unknown, 3, 0, 
TBC, Unknown, 3, 0, 
TBit, Unknown, 4, 2, 0.4.2.2, 0.4.2.3
TCache, PVP, 36, 18, 0.5.5, 0.6.4, 0.9, 0.9.0.3, 0.10.0.5, 0.10.0.6, 0.10.0.12
THEff, Unknown, 2, 1, 
TTTAS, PVP, 8, 7, 0.2, 0.2.1, 0.3.0, 0.4.0, 0.4.1, 0.4.2, 0.6.0
TV, PVP, 12, 1, 0.5.0
TYB, Unknown, 4, 3, 0.2.1
TableAlgebra, Unknown, 3, 1, 0.6.1
Tables, Unknown, 3, 0, 
Tablify, Unknown, 3, 0, 
Tahin, Unknown, 1, 0, 
Tainted, Unknown, 4, 0, 
Takusen, Unknown, 9, 4, 0.8.5, 0.8.6
Tape, Unknown, 1, 0, 
Taxonomy, Unknown, 2, 1, 1.0.2
TaxonomyTools, Unknown, 1, 0, 
TeaHS, Unknown, 2, 0, 
Tensor, PVP, 4, 3, 1.0.0.1, 1.1.0.0, 1.1.0.1
TernaryTrees, PVP, 17, 8, 0.0.2, 0.1.0.0, 0.2.0.0, 0.2.0.2
TestExplode, Unknown, 1, 0, 
Theora, Unknown, 1, 0, 
Thingie, Unknown, 3, 0, 
ThreadObjects, Unknown, 1, 0, 
Thrift, PVP, 9, 6, 0.1.1, 0.4.0, 0.5.0, 0.6.0
Tic-Tac-Toe, Unknown, 3, 0, 
TicTacToe, Unknown, 1, 0, 
TigerHash, Unknown, 1, 0, 
TimePiece, Unknown, 5, 0, 
TinyLaunchbury, Unknown, 2, 1, 
TinyURL, Unknown, 1, 0, 
Titim, Unknown, 4, 0, 
Top, Unknown, 1, 0, 
Tournament, Unknown, 1, 0, 
TraceUtils, Unknown, 3, 2, 
TransformeR, Unknown, 1, 0, 
TransformersStepByStep, Unknown, 4, 0, 
Transhare, Unknown, 1, 0, 
TreeCounter, Unknown, 2, 1, 
TreeStructures, Unknown, 2, 1, 0.0.2
TreeT, Unknown, 1, 0, 
Treiber, Unknown, 4, 3, 0.0.2, 0.0.4
TrendGraph, Unknown, 2, 0, 
TrieMap, PVP, 26, 13, 0.0.1.2, 0.5.0, 0.5.1, 0.6.0, 0.6.2, 1.0.0, 1.5.0, 3.0.0
Twofish, Unknown, 5, 1, 
TypeClass, Unknown, 4, 0, 
TypeCompose, PVP, 28, 14, 0.6.0, 0.7.0, 0.8.0, 0.8.3, 0.9.0, 0.9.3
TypeIlluminator, Unknown, 1, 0, 
TypeNat, PVP, 5, 4, 0.2.0.0, 0.4.0.0
TypingTester, Unknown, 4, 0, 
UISF, PVP, 6, 2, 0.4.0.0
UMM, Unknown, 11, 0, 
URLT, Unknown, 2, 0, 
URLb, Unknown, 2, 1, 
UTFTConverter, Unknown, 2, 0, 
Unique, Unknown, 14, 6, 
Unixutils, PVP, 19, 10, 1.22, 1.44, 1.52, 1.54.1
Unixutils-shadow, Unknown, 1, 0, 
Updater, PVP, 3, 2, 0.2, 0.3
UrlDisp, Unknown, 2, 1, 0.1.7
Useful, Unknown, 5, 4, 0.0.2, 0.0.5
UtilityTM, Unknown, 4, 3, 0.0.2, 0.0.3
VKHS, PVP, 31, 3, 0.2.0
Validation, Unknown, 3, 0, 
Vec, Unknown, 13, 8, 0.9.5, 0.9.7, 0.9.8, 0.9.9, 1.0.1, 1.0.5
Vec-Boolean, Unknown, 7, 4, 
Vec-OpenGLRaw, Unknown, 2, 1, 
Vec-Transform, Unknown, 8, 4, 
VecN, Unknown, 2, 1, 0.0.2
Verba, Unknown, 7, 0, 
ViennaRNA-bindings, Unknown, 7, 0, 
ViennaRNAParser, PVP, 13, 12, 1.2.0, 1.2.6, 1.2.7, 1.3.0, 1.3.1
Vulkan, Unknown, 1, 0, 
WAVE, Unknown, 4, 3, 0.1.1
WL500gPControl, Unknown, 3, 0, 
WL500gPLib, Unknown, 1, 0, 
WMSigner, Unknown, 1, 0, 
WURFL, Unknown, 1, 0, 
WXDiffCtrl, Unknown, 1, 0, 
WashNGo, Unknown, 2, 0, 
WaveFront, Unknown, 5, 0, 
Weather, Unknown, 5, 0, 
WebBits, PVP, 11, 5, 0.11.0, 0.14.0, 0.15, 1.0, 2.0
WebBits-Html, Unknown, 3, 2, 1.0.1
WebBits-multiplate, Unknown, 1, 0, 
